,Provider ID,Hospital Name,State,Emergency Services,Use of EHRs,Mortality,Safety of care,Readmission,Patient experience,Effectiveness of care,Timeliness of care,Medical imaging use,Hospital overall rating
1538,180101,GEORGETOWN COMMUNITY HOSPITAL,KY,True,True,0,-1,0,0,0,1,0,3.0
1539,120001,THE QUEENS MEDICAL CENTER,HI,True,True,0,-1,-1,1,0,-1,1,4.0
1540,170123,WESLEY MEDICAL CENTER,KS,True,True,0,1,-1,0,1,1,0,4.0
1541,170182,MENORAH MEDICAL CENTER,KS,True,True,0,0,0,0,0,1,0,3.0
1542,111305,MILLER COUNTY HOSPITAL,GA,True,True,,,0,,0,0,,3.0
1543,160101,BROADLAWNS MEDICAL CENTER,IA,True,True,,0,,0,0,0,0,3.0
1544,190050,BEAUREGARD MEMORIAL HOSPITAL,LA,True,True,-1,,0,1,0,0,-1,3.0
1545,150005,HENDRICKS REGIONAL HEALTH,IN,True,True,0,-1,-1,1,0,1,-1,4.0
1546,111300,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,GA,True,True,,,,,,,,
1547,180035,ST ELIZABETH MEDICAL CENTER NORTH,KY,True,True,-1,1,1,1,0,0,1,4.0
1548,171339,GREENWOOD COUNTY HOSPITAL,KS,True,True,0,,0,,,,,
1549,190307,SOUTH CAMERON MEMORIAL HOSPITAL,LA,True,,,,,,,,,
1550,200020,YORK HOSPITAL,ME,True,True,0,1,0,1,0,1,0,4.0
1551,210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,True,True,,,,,,,,
1552,140089,MC DONOUGH DISTRICT HOSPITAL,IL,True,True,0,0,-1,1,0,1,-1,3.0
1553,170039,SUMNER REGIONAL MEDICAL CENTER,KS,True,True,,,,,-1,1,,
1554,210034,MEDSTAR HARBOR HOSPITAL,MD,True,True,,,,,,,,
1555,170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,KS,True,True,,,,,0,1,,
1556,180064,SAINT JOSEPH MOUNT STERLING,KY,True,True,0,0,0,0,0,-1,0,3.0
1557,180132,LAKE CUMBERLAND REGIONAL HOSPITAL,KY,True,True,1,0,1,0,0,0,0,2.0
1558,110168,REDMOND REGIONAL MEDICAL CENTER,GA,True,True,0,1,-1,0,0,1,0,4.0
1559,190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,LA,False,True,,,,,,,,
1560,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,True,True,1,-1,-1,1,0,-1,0,2.0
1561,171301,ELLINWOOD DISTRICT HOSPITAL,KS,True,True,,,0,,,,,
1562,150059,RIVERVIEW HEALTH,IN,True,True,0,0,-1,1,0,1,0,4.0
1563,190263,HEART HOSPITAL OF LAFAYETTE,LA,True,True,0,,0,1,0,0,,4.0
1564,141318,OSF HOLY FAMILY MEDICAL CENTER,IL,True,True,0,,0,,0,0,,4.0
1565,110190,FLINT RIVER COMMUNITY HOSPITAL,GA,True,True,,,,,,,,
1566,140030,SHERMAN HOSPITAL,IL,True,True,-1,1,-1,1,0,1,0,4.0
1567,160147,GRINNELL REGIONAL MEDICAL CENTER,IA,True,True,0,,0,1,0,1,0,3.0
1568,140211,DELNOR COMMUNITY HOSPITAL,IL,True,True,0,0,-1,1,0,0,-1,4.0
1569,191305,ST JAMES PARISH HOSPITAL,LA,True,True,,,0,,0,0,,3.0
1570,151323,PARKVIEW LAGRANGE HOSPITAL,IN,True,True,0,,0,1,0,1,,4.0
1571,141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,True,True,0,,0,,,,,
1572,130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,True,True,0,0,-1,0,0,1,0,3.0
1573,213301,KENNEDY KRIEGER INSTITUTE,MD,True,True,,,,,,,,
1574,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,True,True,0,1,-1,0,0,1,0,3.0
1575,201307,MILLINOCKET REGIONAL HOSPITAL,ME,True,True,0,,0,1,,,0,4.0
1576,210037,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,MD,True,True,,,,,,,,
1577,171381,MEMORIAL HOSPITAL,KS,True,True,0,,0,,,,,
1578,171377,SMITH COUNTY MEMORIAL HOSPITAL,KS,False,True,,,0,1,,0,0,4.0
1579,171319,HOLTON COMMUNITY HOSPITAL,KS,True,True,,,,,0,0,,
1580,190313,NEW ORLEANS EAST HOSPITAL,LA,True,,,,,,,0,,
1581,210023,ANNE ARUNDEL MEDICAL CENTER,MD,True,True,,,,,,,,
1582,151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,IN,True,True,0,,0,0,0,1,,3.0
1583,140114,SWEDISH COVENANT HOSPITAL,IL,True,True,-1,0,1,0,0,0,0,3.0
1584,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,True,True,0,1,0,0,0,-1,1,4.0
1585,220035,NORTH SHORE MEDICAL CENTER -,MA,True,True,-1,-1,0,0,0,-1,0,4.0
1586,171358,LINDSBORG COMMUNITY HOSPITAL,KS,True,True,,,,,,,,
1587,150150,DUPONT HOSPITAL LLC,IN,True,True,0,0,0,0,0,1,0,4.0
1588,171367,GOVE COUNTY MEDICAL CENTER,KS,False,True,0,,0,,,,,
1589,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,True,True,0,1,-1,0,0,0,1,5.0
1590,171311,ROOKS COUNTY HEALTH CENTER,KS,True,True,,,,,,,,
1591,111319,WELLSTAR SYLVAN GROVE HOSPITAL,GA,True,True,,,,,,,,
1592,171320,HORTON COMMUNITY HOSPITAL,KS,True,True,,,,,,,,
1593,171365,HANOVER HOSPITAL,KS,True,,,,,,,,,
1594,180043,MEMORIAL HOSPITAL,KY,True,True,-1,,1,0,0,1,0,3.0
1595,140113,PRESENCE COVENANT MEDICAL CENTER,IL,True,True,1,1,1,0,0,0,0,3.0
1596,150047,ST JOSEPH HOSPITAL,IN,True,True,0,0,0,-1,0,-1,0,2.0
1597,141317,GIBSON COMMUNITY HOSPITAL,IL,True,True,0,,0,1,,,0,4.0
1598,161326,MADISON COUNTY MEMORIAL HOSPITAL,IA,True,True,,,0,,,,,
1599,140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,IL,False,True,0,1,0,-1,0,-1,1,4.0
1600,220066,MERCY MEDICAL CTR,MA,True,True,0,1,1,0,0,-1,0,3.0
1601,171364,OSBORNE COUNTY MEMORIAL HOSPITAL,KS,True,True,,,,,,,,
1602,180036,OUR LADY OF BELLEFONTE HOSPITAL,KY,True,True,0,-1,1,1,0,0,0,3.0
1603,140059,JERSEY COMMUNITY HOSPITAL,IL,True,True,0,,0,1,0,0,,3.0
1604,210004,HOLY CROSS HOSPITAL,MD,True,True,,,,,,,,
1605,141305,MEMORIAL HOSPITAL,IL,True,True,0,,0,,,0,0,4.0
1606,171309,JEWELL COUNTY HOSPITAL,KS,True,True,,,,,,,,
1607,141309,ADVOCATE EUREKA  HOSPITAL,IL,True,True,0,,0,,0,1,0,4.0
1608,160080,MERCY MEDICAL CENTER-CLINTON,IA,True,True,0,0,1,0,0,1,0,2.0
1609,161339,WAVERLY HEALTH CENTER,IA,True,True,0,,0,1,0,0,0,4.0
1610,170105,MCPHERSON HOSPITAL INC,KS,True,True,0,,0,0,0,1,,3.0
1611,140158,MERCY HOSPITAL AND MEDICAL CENTER,IL,True,True,-1,-1,1,-1,0,-1,0,2.0
1612,140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,IL,True,True,0,-1,-1,0,0,0,0,3.0
1613,170122,"VIA CHRISTI HOSPITALS WICHITA, INC",KS,True,True,0,1,-1,-1,-1,0,-1,3.0
1614,121305,LANAI COMMUNITY HOSPITAL,HI,True,True,,,,,,,,
1615,150166,PINNACLE HOSPITAL,IN,False,,0,,0,1,,,0,4.0
1616,170185,SAINT LUKE'S SOUTH HOSPITAL,KS,True,True,0,1,-1,1,0,1,0,4.0
1617,140013,PROCTOR HOSPITAL,IL,True,True,0,0,0,0,0,1,0,3.0
1618,190183,LEONARD J CHABERT MEDICAL CENTER,LA,True,True,0,0,0,1,0,0,0,3.0
1619,140125,GATEWAY REGIONAL MEDICAL CENTER,IL,True,True,0,0,1,-1,0,0,0,2.0
1620,191309,HOOD MEMORIAL HOSPITAL,LA,True,True,0,,0,,,,,
1621,160083,MERCY MEDICAL CENTER-DES MOINES,IA,True,True,0,-1,-1,0,0,0,1,3.0
1622,170191,GREAT BEND REGIONAL HOSPITAL,KS,True,True,0,0,-1,0,0,1,-1,3.0
1623,201315,STEPHENS MEMORIAL HOSPITAL,ME,True,True,0,,0,1,0,0,0,3.0
1624,110234,SGMC BERRIEN CAMPUS,GA,True,,,,,,0,1,,
1625,220029,ANNA JAQUES HOSPITAL,MA,True,True,0,0,1,1,0,0,1,3.0
1626,111332,BROOKS COUNTY HOSPITAL,GA,True,True,,,,,,,,
1627,161380,HANSEN FAMILY HOSPITAL,IA,True,True,0,,0,,,,,
1628,151313,WOODLAWN HOSPITAL,IN,True,True,0,,0,0,,,,4.0
1629,131314,SHOSHONE MEDICAL CENTER,ID,True,True,,,0,,,,,
1630,200039,MAINEGENERAL MEDICAL CENTER,ME,True,True,0,0,-1,1,1,0,1,4.0
1631,190025,SAVOY MEDICAL CENTER,LA,True,True,0,0,0,,0,0,,3.0
1632,171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,KS,True,True,0,,0,,,,,
1633,161376,CASS COUNTY MEMORIAL HOSPITAL,IA,True,True,0,,0,0,0,,-1,3.0
1634,111311,OPTIM MEDICAL CENTER - JENKINS,GA,True,True,,,,,,0,,
1635,161327,DAVIS COUNTY HOSPITAL,IA,True,True,,,0,,,,,
1636,120005,HILO MEDICAL CENTER,HI,True,True,0,1,-1,0,0,-1,-1,4.0
1637,201300,BLUE HILL MEMORIAL HOSPITAL,ME,True,True,0,,0,,0,,0,3.0
1638,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,IL,True,True,0,1,1,0,0,0,0,2.0
1639,150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,True,True,0,1,0,-1,0,0,1,4.0
1640,141335,MERCY HARVARD HOSPITAL,IL,True,True,0,,0,,0,1,0,4.0
1641,110184,WELLSTAR DOUGLAS HOSPITAL,GA,True,True,0,0,0,0,0,0,0,3.0
1642,151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,IN,True,True,,,0,,0,1,0,3.0
1643,140181,SOUTH SHORE HOSPITAL,IL,True,True,0,1,1,-1,0,-1,,2.0
1644,191321,LALLIE KEMP MEDICAL CENTER,LA,True,True,,,,,,,,
1645,170145,COFFEYVILLE REGIONAL MEDICAL CENTER,KS,True,True,0,0,0,-1,0,1,0,3.0
1646,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,True,True,0,1,0,1,0,1,0,4.0
1647,161364,JEFFERSON COUNTY HEALTH CENTER,IA,True,True,0,,0,1,,,0,4.0
1648,160122,FORT MADISON COMMUNITY HOSPITAL,IA,True,True,0,0,-1,1,0,1,-1,4.0
1649,140200,ELMHURST MEMORIAL HOSPITAL,IL,True,True,-1,0,0,1,0,0,0,4.0
1650,150109,FRANCISCAN HEALTH LAFAYETTE,IN,True,True,0,1,-1,1,0,0,0,4.0
1651,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,True,True,1,1,-1,0,0,1,0,4.0
1652,140145,ST JOSEPHS HOSPITAL,IL,False,True,0,,-1,1,0,1,0,4.0
1653,180105,MONROE COUNTY MEDICAL CENTER,KY,True,True,0,,1,0,-1,1,0,2.0
1654,151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,IN,True,True,0,,0,1,0,1,0,4.0
1655,161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,IA,True,True,,,,,,0,0,
1656,120014,WILCOX MEMORIAL HOSPITAL,HI,True,True,0,0,-1,1,0,-1,0,4.0
1657,120004,WAHIAWA GENERAL HOSPITAL,HI,True,True,0,0,0,-1,0,0,,2.0
1658,190205,WOMEN'S AND CHILDREN'S HOSPITAL,LA,True,True,0,1,1,1,0,1,0,3.0
1659,161357,PALO ALTO COUNTY HOSPITAL,IA,True,True,0,,0,,,,,
1660,111327,BACON COUNTY HOSPITAL,GA,True,True,0,,0,0,0,0,,3.0
1661,181322,CALDWELL MEDICAL CENTER,KY,True,True,0,,0,,,0,,3.0
1662,190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,LA,False,True,,,,1,0,,-1,
1663,150035,PORTER REGIONAL HOSPITAL,IN,True,True,-1,1,0,-1,0,-1,0,4.0
1664,130067,IDAHO DOCTORS HOSPITAL,ID,False,True,,,,,,,,
1665,180066,LOGAN MEMORIAL HOSPITAL,KY,True,True,0,,0,0,0,1,0,3.0
1666,130065,MOUNTAIN VIEW HOSPITAL,ID,True,True,,,,0,0,,0,
1667,210048,HOWARD COUNTY GENERAL HOSPITAL,MD,True,True,,,,,,,,
1668,210061,ATLANTIC GENERAL HOSPITAL,MD,True,True,,,,,,,,
1669,190164,BYRD REGIONAL HOSPITAL,LA,True,True,-1,0,1,0,0,1,-1,3.0
1670,131310,ST LUKE'S JEROME,ID,True,True,,,,,,,,
1671,151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,IN,True,True,0,,0,0,0,0,0,3.0
1672,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,IA,True,True,,,0,,,,,
1673,131312,ST LUKE'S MCCALL,ID,True,True,,,0,1,,,,
1674,191303,ASSUMPTION COMMUNITY HOSPITAL,LA,True,,,,,,,,,
1675,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,IA,True,True,,,,,,,,
1676,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",KS,True,True,0,-1,0,1,0,1,-1,3.0
1677,190086,NORTHERN LOUISIANA MEDICAL CENTER,LA,True,True,0,-1,1,-1,0,0,,2.0
1678,171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,KS,True,True,0,,1,1,0,1,0,3.0
1679,190090,WINN PARISH MEDICAL CENTER,LA,True,True,0,,0,0,0,1,-1,3.0
1680,150058,MEMORIAL HOSPITAL OF SOUTH BEND,IN,True,True,1,1,-1,1,0,0,0,4.0
1681,180046,BOURBON COMMUNITY HOSPITAL,KY,True,True,0,,0,0,0,1,,3.0
1682,140019,SHELBY MEMORIAL HOSPITAL,IL,True,True,0,,0,,0,1,0,3.0
1683,210055,LAUREL REGIONAL MEDICAL CENTER,MD,True,True,,,,,,,,
1684,190300,ST CHARLES SURGICAL HOSPITAL LLC,LA,False,,,,,,,,,
1685,190177,LAKEVIEW REGIONAL MEDICAL CENTER,LA,True,True,0,-1,0,0,0,1,-1,3.0
1686,171342,RUSH COUNTY MEMORIAL HOSPITAL,KS,True,True,,,,,,,,
1687,180095,CRITTENDEN HEALTH SYSTEM,KY,True,True,0,,0,0,0,1,,3.0
1688,210035,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,MD,True,True,,,,,,,,
1689,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,IN,True,True,0,1,-1,0,0,0,1,4.0
1690,171361,REPUBLIC COUNTY HOSPITAL,KS,True,True,0,,0,0,,,,3.0
1691,140307,METRO-EAST SERVICES INC,IL,True,,,,,,,,,
1692,180139,KENTUCKY RIVER MEDICAL CENTER,KY,True,True,0,,0,0,0,1,0,2.0
1693,181319,BRECKINRIDGE MEMORIAL HOSPITAL,KY,True,True,0,,0,1,,,-1,3.0
1694,131317,BENEWAH COMMUNITY HOSPITAL,ID,True,True,,,,,0,0,0,
1695,160146,ST LUKES REGIONAL MEDICAL CENTER,IA,True,True,0,1,0,-1,0,0,0,3.0
1696,151319,GIBSON GENERAL HOSPITAL,IN,True,True,0,,0,,0,0,,3.0
1697,171376,GIRARD MEDICAL CENTER,KS,True,True,0,,0,,0,1,,3.0
1698,190088,SPRINGHILL MEDICAL CENTER,LA,True,True,0,,-1,1,0,1,,4.0
1699,110230,EMORY JOHNS CREEK HOSPITAL,GA,True,True,-1,0,1,0,0,0,0,3.0
1700,120022,STRAUB CLINIC AND HOSPITAL,HI,True,True,0,1,-1,1,0,1,0,5.0
1701,111302,BLECKLEY MEMORIAL HOSPITAL,GA,True,True,,,0,,0,0,,3.0
1702,180017,T J SAMSON COMMUNITY HOSPITAL,KY,True,True,0,1,0,0,0,0,-1,3.0
1703,161333,STORY COUNTY HOSPITAL,IA,True,True,,,,,,,,
1704,171310,CHEYENNE COUNTY HOSPITAL,KS,True,True,,,,,,,,
1705,220073,MORTON HOSPITAL,MA,True,True,0,1,1,-1,0,0,0,2.0
1706,150017,LUTHERAN HOSPITAL OF INDIANA,IN,True,True,1,-1,0,-1,0,-1,0,2.0
1707,150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,True,True,0,0,0,0,0,1,0,3.0
1708,170197,KANSAS MEDICAL CENTER LLC,KS,True,True,0,1,-1,0,0,1,0,4.0
1709,141304,"GENESIS MEDICAL CENTER, ALEDO",IL,True,True,,,0,,,,,
1710,140048,ADVOCATE TRINITY HOSPITAL,IL,True,True,-1,-1,1,-1,0,-1,0,3.0
1711,150034,ST MARY MEDICAL CENTER INC,IN,True,True,-1,0,1,1,0,-1,0,4.0
1712,191315,HARDTNER MEDICAL CENTER,LA,True,True,0,,0,0,0,0,,3.0
1713,161306,JONES REGIONAL MEDICAL CENTER,IA,True,True,0,,0,,,,,
1714,151310,"PARKVIEW WABASH HOSPITAL, INC",IN,True,True,0,,0,1,0,1,,3.0
1715,170183,KANSAS SURGERY & RECOVERY CENTER,KS,False,True,,,,1,,,,
1716,171374,FREDONIA REGIONAL HOSPITAL,KS,True,True,0,,0,,,1,-1,3.0
1717,171306,WICHITA COUNTY HEALTH CENTER,KS,True,True,,,,,,,,
1718,190045,ST TAMMANY PARISH HOSPITAL,LA,True,True,-1,1,-1,1,0,0,-1,4.0
1719,151326,UNION HOSPITAL CLINTON,IN,True,True,0,,0,1,0,1,,4.0
1720,131302,NORTH CANYON MEDICAL CENTER,ID,False,True,0,,0,1,,,,4.0
1721,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,True,True,0,0,0,0,0,1,-1,3.0
1722,210009,"JOHNS HOPKINS HOSPITAL, THE",MD,True,,,,,,,,,
1723,160016,TRINITY REGIONAL MEDICAL CENTER,IA,True,True,0,0,-1,0,0,1,1,3.0
1724,180053,FLEMING COUNTY HOSPITAL,KY,True,True,0,,0,1,0,0,-1,3.0
1725,210065,HOLY CROSS GERMANTOWN HOSPITAL,MD,True,True,,,,,,,,
1726,191317,JACKSON PARISH HOSPITAL,LA,True,True,0,,0,,,,,
1727,140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,True,True,-1,-1,1,0,1,-1,0,3.0
1728,181305,SAINT JOSEPH MARTIN,KY,True,True,0,,0,1,0,0,,4.0
1729,200001,ST JOSEPH HOSPITAL,ME,True,True,0,0,0,1,0,-1,0,4.0
1730,141336,ST JOSEPH'S HOSPITAL,IL,True,True,0,,0,1,,,0,4.0
1731,170150,SOUTH CENTRAL KS  MED CENTER,KS,True,True,0,,0,0,0,1,,3.0
1732,111324,CHATUGE REGIONAL HOSPITAL,GA,True,True,0,,0,,0,1,,4.0
1733,140233,SAINT ANTHONY MEDICAL CENTER,IL,True,True,1,1,0,-1,0,0,0,3.0
1734,190106,OAKDALE COMMUNITY HOSPITAL,LA,True,True,0,,0,,0,1,,3.0
1735,130049,KOOTENAI HEALTH,ID,True,True,1,1,-1,-1,1,0,0,3.0
1736,110194,DONALSONVILLE HOSPITAL INC,GA,True,True,0,,0,0,-1,0,,3.0
1737,150086,DEARBORN COUNTY HOSPITAL,IN,True,True,0,0,1,0,0,1,-1,3.0
1738,160032,SKIFF MEDICAL CENTER,IA,True,True,1,0,-1,0,0,1,0,3.0
1739,210019,PENINSULA REGIONAL MEDICAL CENTER,MD,True,True,,,,,,,,
1740,150146,PARKVIEW NOBLE HOSPITAL,IN,True,True,0,,0,1,0,1,0,4.0
1741,200031,CARY MEDICAL CENTER,ME,True,True,0,0,0,1,0,0,0,3.0
1742,140231,EDWARD HOSPITAL,IL,True,True,-1,-1,0,0,0,1,0,3.0
1743,141327,WABASH GENERAL HOSPITAL 1,IL,True,True,0,,0,1,0,1,,4.0
1744,180024,SPRING VIEW HOSPITAL,KY,True,True,0,0,0,0,0,1,0,3.0
1745,170199,MINIMALLY INVASIVE SURGERY HOSPITAL,KS,False,True,,,,,-1,,,
1746,171326,LOGAN COUNTY HOSPITAL,KS,True,True,,,,,,,,
1747,131316,BEAR LAKE MEMORIAL HOSPITAL,ID,True,True,,,0,1,,,,
1748,190114,CLAIBORNE MEMORIAL MEDICAL CENTER,LA,True,True,0,0,0,1,0,1,,4.0
1749,150149,WOMEN'S HOSPITAL THE,IN,True,True,,0,,1,0,1,,4.0
1750,180103,BAPTIST HEALTH LEXINGTON,KY,True,True,0,1,-1,1,0,-1,0,4.0
1751,161378,MERCY MEDICAL CENTER-DYERSVILLE,IA,True,True,,,,,,,,
1752,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,True,True,1,1,-1,-1,0,0,1,4.0
1753,200009,MAINE MEDICAL CENTER,ME,True,True,0,-1,-1,0,0,-1,1,2.0
1754,150176,KENTUCKIANA MEDICAL CENTER LLC,IN,False,True,0,-1,1,0,-1,1,0,1.0
1755,190246,P & S SURGICAL HOSPITAL,LA,False,True,,,,1,,,,
1756,180002,WHITESBURG ARH HOSPITAL,KY,True,True,0,0,1,1,0,1,0,3.0
1757,171340,HERINGTON MUNICIPAL HOSPITAL,KS,True,,,,0,,,,,
1758,220046,BERKSHIRE MEDICAL CENTER INC - 1,MA,True,True,0,1,1,0,0,0,0,4.0
1759,150097,MAJOR HOSPITAL,IN,True,True,0,1,-1,1,0,1,0,4.0
1760,180106,THE MEDICAL CENTER AT ALBANY,KY,True,True,0,,0,1,0,1,,3.0
1761,210018,MEDSTAR MONTGOMERY MEDICAL CENTER,MD,True,True,,,,,,,,
1762,220015,"COOLEY DICKINSON HOSPITAL INC,THE",MA,True,True,0,-1,0,0,0,-1,0,3.0
1763,150037,HANCOCK REGIONAL HOSPITAL,IN,True,True,1,1,0,1,0,0,0,3.0
1764,140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,IL,True,True,-1,0,-1,1,0,1,0,5.0
1765,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,IA,True,True,,,,,,,,
1766,190151,RICHARDSON MEDICAL CENTER,LA,True,True,0,,0,1,0,1,0,3.0
1767,161340,DECATUR COUNTY HOSPITAL,IA,True,True,,,,,,,,
1768,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,True,True,0,-1,-1,1,0,0,1,4.0
1769,161338,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,IA,True,True,0,,0,,0,,,3.0
1770,161304,CHI HEALTH  - MERCY CORNING,IA,True,True,,,,,0,1,,
1771,140161,SAINT JAMES HOSPITAL,IL,True,True,0,0,0,1,0,1,0,4.0
1772,141338,MEMORIAL HOSPITAL,IL,True,True,0,,0,0,0,0,0,3.0
1773,161381,SANFORD SHELDON MEDICAL CENTER,IA,True,True,0,,0,0,,,0,3.0
1774,190160,GLENWOOD REGIONAL MEDICAL CENTER,LA,True,True,-1,-1,1,0,0,0,-1,2.0
1775,200052,NORTHERN MAINE MEDICAL CENTER,ME,True,True,0,,-1,1,0,1,-1,4.0
1776,150104,WITHAM HEALTH SERVICES,IN,True,True,0,0,0,1,0,1,0,4.0
1777,190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LA,False,True,,,,1,,,,
1778,180087,TAYLOR REGIONAL HOSPITAL,KY,True,True,0,-1,-1,0,0,0,-1,3.0
1779,150006,LA PORTE HOSPITAL,IN,True,True,1,1,-1,-1,0,1,0,3.0
1780,140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,IL,True,True,0,0,0,0,0,1,0,3.0
1781,141347,CARLINVILLE AREA HOSPITAL,IL,True,True,0,,0,,,0,,3.0
1782,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,True,True,0,-1,-1,1,0,0,1,4.0
1783,190241,PHYSICIANS MEDICAL CENTER,LA,False,,,,,,0,,,
1784,193301,SHRINERS HOSPITALS FOR CHILDREN,LA,False,True,,,,,,,,
1785,170142,"VIA CHRISTI HOSPITAL MANHATTAN, INC",KS,True,True,0,-1,0,0,1,1,0,3.0
1786,140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,IL,True,True,0,1,0,1,0,1,0,4.0
1787,160029,MERCY HOSPITAL,IA,True,True,-1,0,-1,1,1,1,0,5.0
1788,170104,SHAWNEE MISSION MEDICAL CENTER,KS,True,True,0,1,-1,1,0,1,0,5.0
1789,161375,BUENA VISTA REGIONAL MEDICAL CENTER,IA,True,True,0,,0,,0,0,,3.0
1790,180088,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,KY,True,True,-1,0,1,-1,-1,0,0,3.0
1791,111328,PHOEBE WORTH MEDICAL CENTER,GA,True,True,,,0,,,,,
1792,190060,LAKE CHARLES MEMORIAL HOSPITAL,LA,True,True,1,1,0,0,0,0,-1,3.0
1793,141342,UNION COUNTY HOSPITAL,IL,True,True,0,,0,,0,1,,3.0
1794,190250,LOUISIANA HEART HOSPITAL,LA,True,True,0,0,0,1,0,0,0,4.0
1795,110200,NORTHSIDE MEDICAL CENTER,GA,False,True,,1,,1,0,,,5.0
1796,210024,MEDSTAR UNION MEMORIAL HOSPITAL,MD,True,True,,,,,,,,
1797,141310,OSF SAINT PAUL MEDICAL CENTER,IL,True,True,0,,0,1,,0,0,4.0
1798,151300,COMMUNITY HOSPITAL OF BREMEN INC,IN,True,True,,,0,1,,,,
1799,161315,KEOKUK COUNTY HEALTH CENTER,IA,True,True,,,,,,,,
1800,141331,MARSHALL BROWNING HOSPITAL,IL,True,True,0,,0,1,,,,4.0
1801,190008,TERREBONNE GENERAL MEDICAL CENTER,LA,True,True,0,1,1,0,0,0,0,3.0
1802,131322,FRANKLIN COUNTY MEDICAL CENTER,ID,True,True,,,0,0,,,,
1803,210001,MERITUS MEDICAL CENTER,MD,True,True,,,,,,,,
1804,140294,CROSSROADS COMMUNITY HOSPITAL,IL,False,True,0,0,0,0,0,0,0,3.0
1805,210017,GARRETT COUNTY MEMORIAL HOSPITAL,MD,True,True,,,,,,,,
1806,171360,LINCOLN COUNTY HOSPITAL,KS,True,True,,,,,,,,
1807,121302,KOHALA HOSPITAL,HI,True,True,,,,,,,,
1808,140202,ADVOCATE CONDELL MEDICAL CENTER,IL,True,True,-1,1,-1,0,1,-1,1,5.0
1809,190184,CITIZENS MEDICAL CENTER,LA,True,True,0,,0,,0,0,0,3.0
1810,140143,ST MARGARETS HOSPITAL,IL,True,True,0,0,0,1,0,1,0,4.0
1811,171372,SCOTT COUNTY HOSPITAL,KS,True,True,0,,0,,,,,
1812,131328,BONNER GENERAL HOSPITAL,ID,True,True,0,,0,0,0,1,0,3.0
1813,140029,COPLEY MEMORIAL HOSPITAL,IL,True,True,1,-1,-1,1,0,0,1,3.0
1814,180056,METHODIST HOSPITAL,KY,True,True,0,1,-1,0,0,1,0,4.0
1815,151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,IN,True,True,0,,0,0,,,0,3.0
1816,190027,CHRISTUS ST PATRICK HOSPITAL,LA,True,True,0,0,0,0,0,0,0,3.0
1817,140150,UNIVERSITY OF ILLINOIS HOSPITAL,IL,True,True,0,-1,1,-1,0,-1,0,1.0
1818,210051,DOCTORS'  COMMUNITY HOSPITAL,MD,True,True,,,,,,,,
1819,180124,GREENVIEW REGIONAL HOSPITAL,KY,True,True,0,1,1,1,0,1,0,4.0
